test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples,channel
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,11.282425248333094,8.81002597986997,0.10782059051325449,0.00907309962536329,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,Cz
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.87517405813077,8.492987805057117,0.13518290643907366,0.011260700764084586,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,C2
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.269853342967355,7.9315852294284985,0.39426892560017696,0.09785690375163225,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,C6
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.464589850493967,8.097646924372768,0.355957118830039,0.07068267182526544,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CP3
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.727954890501476,8.335843427705768,0.30655653979814246,0.03982296239228289,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CP1
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,11.091565280394382,8.64133544456819,0.43393775087276604,0.029866713277654888,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CPz
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.891063696925098,8.476087050676078,0.32518507201301866,0.04073146981009235,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CP2
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.582809202246757,8.21002274408237,0.3578215048088614,0.06839928130032469,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CP4
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.949883863056979,8.557465664441212,0.43215451572292185,0.07838624439521813,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,P1
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.825855044431554,8.39729256632774,0.46943911923944653,0.09037972507421954,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,P2
A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,10.469540375351567,8.122181785157117,0.3431617178118377,0.08490850718417686,18.160899405522137,10.187339060080886,19.778645467061292,16.104149359144674,9.60662199681433,40,40000,
A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,10.429626421978575,8.11501196872812,0.2907956070462004,0.07723088693310343,18.160899405522137,10.187339060080886,19.778645467061292,16.104149359144674,9.60662199681433,40,40000,FC1
A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,10.652136014645484,8.293189247309675,0.3373919465409413,0.09032237584603953,18.160899405522137,10.187339060080886,19.778645467061292,16.104149359144674,9.60662199681433,40,40000,FCz
A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,10.359759417932505,8.061914315114928,0.3118104952619535,0.0856484831044253,18.160899405522137,10.187339060080886,19.778645467061292,16.104149359144674,9.60662199681433,40,40000,FC2
A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,8.911005595672341,6.804840807125406,0.28242500806242127,0.07635761528612539,18.160899405522137,10.187339060080886,19.778645467061292,16.104149359144674,9.60662199681433,40,40000,C5
